id,name,town,id_nummer,nb_employees,nb_employees_with_degree,address,method,year_of_reference,foundation_year,assets,profits,director,share_of_total_capital,status,date,contact,buying_price 1,buying_price 2,buyer_city,buyer,date_sale,surface_building,surface_for_devt,capital_on_sale 1,capital_on_sale 2,surface_agri,date_calls
169,SUKO,Pirot,7131062,152,20,Put za Dimitrovgrad bb,Auction,,1957,,,Radovan Panić,"70,00%",Sold,25.February 2002.,Božana Đorđević,3735000,RSD,"SERBIA, Beograd",BEOHEM,01.November 2002.,30448,29167,62836000,RSD,73861,
170,PROGRES GDP,Arilje,7110855,156,8,Svetog Ahilija 62,Auction,2010,1956,37627,0,Milija Radović,"69,99%",Sold,20.February 2002.,Milija Radović,17318000,RSD,"SERBIA, Arilje",MILIJA RADOVIĆ,17.July 2003.,8867,183780,52669000,RSD,,
172,JUGOPREVOZ RAŠKA / KAVIM RAŠKA,Raška,7183020,158,2,Mislopoljska bb,Auction,2010,1947,200543,0,Uroš Milenković,"70,00%",Sold,22.March 2002.,Uroš Milenković,27618000,RSD,"SERBIA, Vranje",KAVIM- JEDINSTVO DOO,10.March 2009.,,18057,78075000,RSD,,
176,MORAVICA PIK,Stara Moravica,8049483,235,9,Somborski put bb,Auction,2010,1946,1366206,92387,Tibor Kuruc,"69,68%",Sold,12.March 2002.,Sabo Ištvan,49979000,RSD,"SERBIA, Surčin",DRAGOLJUB MARKOVIĆ (KONZORCIJUM),23.September 2003.,28925,,104102000,RSD,21207849,
178,FEROFLEKS,Srbobran,8012024,79,-,Turijski put bb,Auction,,1968,,,Milutin Bajac,"70,00%",Sold,12.March 2002.,Milutin Bajac,4606000,RSD,"SERBIA, Novi Sad",BOŠKO ĐUKIĆ,02.April 2003.,5360,,21700000,RSD,33207,
179,POLET ADPP,Hrtkovci,8238103,85,5,Šabački put bb,Auction,2010,1991,254424,0,Milorad Smiljanić,"69,86%",Sold,11.March 2002.,Milorad Smiljanić,21000000,RSD,"SERBIA, Ruma",RUMIX DOO,04.September 2003.,17919,,202622000,RSD,835938,
180,SOMBORMLIN,Sombor,8300879,109,5,Staparski put bb,Auction,2010,1993,304081,37105,Josip Fratrić,"69,30%",Sold,08.March 2002.,Josip Fratrić,66000000,RSD,"SERBIA, Beograd",DRAGAN VIŠNJIĆ,05.March 2003.,3072,898000,76616000,RSD,20600,
184,ŠUMADIJA,Velika Plana,7198647,150,2,Miloša Velikog 76,Auction,2010,1946,82758,113,Branislav Stoičević,"70,00%",Sold,22.February 2002.,Branislav Stoičević,10332000,RSD,"SERBIA, Novi Beograd",PREDRAG RISTIĆ,04.March 2003.,1329,61259,36028000,RSD,,
188,PRVI PARTIZAN EMO,Užice,7219695,52,2,Miloša Obrenovića 2,Auction,2010,1958,100909,108,Mihajlo Jovičić,"70,00%",Sold,05.February 2002.,Mihajlo Jovičić,18500000,RSD,"SERBIA, Užice",ZORAN ŽUNIĆ,11.November 2002.,,3538,11446000,RSD,3538,
190,EXCELSIOR,Beograd,6934218,46,-,Kneza Miloša 5,Auction,2010,1994,811030,0,Vladimir Ivačković,"70,00%",Sold,01.November 2001.,Vladimir Ivačković,610000000,RSD,"GREECE, 105 63 Pl. Sintagmatos - Atina",ETERIA ELLINIKON KSENODOHION LAMPSA AE,27.February 2008.,3054,502,35736000,RSD,,
191,ASTORIA DHUTP,Beograd,6932711,42,-,Milovana Milovanovića 1,Auction,2010,1993,564429,0,Budimir Čukić,"70,00%",Sold,01.November 2001.,Mira Đorđević,230000000,RSD,"SERBIA, Mladenovac, Beograd",PROGRES AD (KONZORCIJUM),10.March 2009.,2512,110,32156000,RSD,,
192,MAČVAPROMET,Šabac,7368461,58,2,Vojvode Putnika 67,Auction,,1990,,,Vlado Ivanović,"62,97%",Sold,12.March 2002.,Vlado Ivanović,2240000,RSD,"SERBIA, Šabac",VIKTORIJA Z.S.,11.September 2002.,2934,5828,14803000,RSD,,
201,POBEDA,Predejane,7205244,137,2,Omladinska bb,Auction,2010,1962,105042,19525,Dragan Savić,"70,00%",Sold,21.January 2002.,Dragan Savić,16300000,RSD,"SERBIA, Beograd",DRAGAN PAVLOVIĆ,25.February 2003.,6165,,267008000,RSD,18200,
203,ZVEZDA,Leskovac,7105398,122,5,Njegoševa 95,Auction,,1957,,,Popović Slobodan,"70,00%",Sold,20.March 2002.,Popović Slobodan,7300000,RSD,"SERBIA, Leskovac",PREDRAG STOJANOVIĆ,14.May 2003.,4540,,21739000,RSD,,
207,SRBIJATEKS TP,Beograd,7033648,234,6,Terazije 30-32,Auction,,1952,,,Veselin Milikić,"70,00%",Sold,01.April 2002.,Veselin Milikić,300000000,RSD,"CYPRUS, P.C. Nicosia",BROADHURST INVESTMENTS LIMITED,30.May 2006.,,,258888000,RSD,,
218,PLEĆAŠ,Beograd,7741723,53,2,"Petra Kočića 14, Zemun",Auction,2010,1945,37665,142,Dejan Matić,"70,00%",Sold,27.March 2002.,Dejan Matić,12200000,RSD,"SERBIA, Beograd",VOJIN OSTOJIĆ,20.March 2003.,4060,6802,981000,RSD,1818,
221,DP HOTEL NACIONAL,Beograd,6933831,47,-,Auto put 5,Auction,2010,1994,841794,0,Zoran Miličević,"70,00%",Sold,29.March 2002.,Zoran Miličević,670000000,RSD,"SERBIA, Beograd",ŽARKO PAVLOVIĆ,25.September 2007.,3720,44214,,,,
223,PROGRES GZP,Bela Crkva,8169152,48,4,Beogradska 1a,Auction,,1987,,,Momčilo Šupić,,Sold,28.March 2002.,Radivoje Stojičić,1365000,RSD,"SERBIA, Pančevo",RADIVOJE STOJIČIĆ (Konzorcijum) - Progres GZP (Bela Crkva),02.October 2002.,,,,,,
226,IBA,Ada,8250316,72,7,Krajiška 27/a,Auction,2010,1948,177349,572,Otto Dobrotka,"53,89%",Sold,29.March 2002.,Ištvan Dobrotka,22274000,RSD,"SERBIA, Beograd",EURO BALKAN CORPORATION DOO,23.March 2010.,,22999,,,11962,
227,1. MAJ GIK,Lapovo,7149549,327,9,Njegoševa 31,Auction,,1960,,,Miroslav Pavlović,"68,91%",Sold,08.October 2001.,Vojislav Jovanović,80860000,RSD,"SERBIA, Novi Sad","HOLDING AUTOVOJVODINA AD ZA ODRŽAVANJE MOTORNIH VOZILA, PROIZVODNJU I PROMET",19.September 2006.,,9911,180592000,RSD,565713,11.October 2002.
228,METAL a.d.,Mionica,7134711,158,3,Toplički put 6,Auction,,1961,,,M.Jeremić,"68,30%",Sold,01.April 2002.,Momčilo Radunović,5364000,RSD,"SERBIA, Šabac",METAL-HEMIKO DOO,12.September 2003.,17511,,57113000,RSD,,
229,IZOPROGRES,Beograd,7032412,113,3,Bačvanska 21/4,Auction,2010,1967,1641424,242814,Dubravko Saik,"70,00%",Sold,01.April 2002.,Slobodan Milošević,15500000,RSD,"SERBIA, BEOGRAD",SLOBODAN MILOŠEVIĆ,13.December 2002.,302,,32134000,RSD,,
236,ŠIDEKSPRES,Šid,8128367,61,2,Janka Veselinovića 19,Auction,,1958,,,Dobrosav Trifković,"69,99%",Sold,18.February 2002.,Ilija Tetkić,5570000,RSD,"SERBIA, 22320 INĐIJA",BRANKO RADIČANIN (Konzorcijum) - Šidekspres (Šid),19.February 2003.,1405,13616,11595000,RSD,,
239,HOTEL IZVOR,Aranđelovac,17398105,229,9,Čede Plećevića bb,Auction,2010,2002,3221513,0,Dragan Todorović,"69,94%",Sold,03.April 2002.,Dragan Todorović,96000000,RSD,"SERBIA, BEOGRAD",MIROLJUB ALEKSIĆ,01.August 2003.,13935,,394221000,RSD,,
242,STANDARD,Novi Sad,8041342,92,2,Put Novosadskog odreda 10,Auction,2010,1945,43205,0,Radivoj Mračević,"70,00%",Sold,16.April 2002.,Radivoj Mračević,10851000,RSD,"SERBIA, BEOGRAD",PROFESSIONAL PEN COMPANY,02.August 2002.,5773,11151,63725000,RSD,,
246,RADAN GORA,Bojnik,17302027,85,2,10.oktobra 3,Auction,2010,1979,35735,0,Novica Stefanović,,Sold,16.April 2002.,Novica Stefanović,4475000,RSD,"SERBIA, Leskovac",GEORGIOS ROUKIS,29.August 2003.,,,,,,
247,BOEKS / INOS BOEKS,Bojnik,7629257,25,1,Zele Veljković 116,Auction,,1984,,,Mile Tričković,"62,90%",Sold,04.April 2002.,Mile Tričković,4717000,RSD,"SERBIA, Beograd",SLAVKA VUJAT,27.June 2006.,,20267,2643000,RSD,,
248,AUTOPREVOZTURIST,Čačak,7183038,38,11,Župana Stracimira 29,Auction,2010,1973,144303,2497,Dragomir Savić,,Sold,04.April 2002.,Dragomir Savić,1540000,RSD,"SERBIA, Čačak",TOP GAN,21.October 2003.,,,,,,
249,KADINjAČA DPT,Bajina Bašta,7294433,62,-,Kneza Milana Obrenovića 101,Auction,,1966,,,"Borika Tešić, Živana Vasiljević i Tankosava","70,00%",Sold,24.January 2003.,Nikola Pavlović,554000,RSD,"SERBIA, Inđija",BOŽIDAR MAGDIĆ (KONZORCIJUM),04.November 2003.,2810,,13004000,RSD,,
255,ŽITOPEK,Niš,7204124,680,17,Dimitrija Tucovića 51,Tender,2010,1991,461514,0,Tomislav Jovanović,"70,00%",Sold,01.February 2002.,Tomislav Jovanović,65000000,RSD (converted),"SERBIA, Niš",KONZORCIJUM TOMISLAV JOVANOVIĆ-ŽITOPEK,17.February 2003.,,,1222062,RSD,,11.October 2002.
265,VETERINARSKI ZAVOD,Beograd,7006381,410,39,Batajnički drum 4,Tender,2010,1938,4051542,5120,Milan Maljković,"65,59%",Sold,08.October 2001.,Milan Maljković,910000000,RSD (converted),"SERBIA, Beograd",Zekstra Doo (Konzorcijum) - Veterinarski Zavod (Zemun),04.February 2005.,13500,4300,336196000,RSD,11110,04.July 2003.
280,ISTRA FA,Kula,8004528,552,7,Ise Sekickog 30,Auction,2010,1945,870698,0,Đorđe Romoda,"39,23%",Sold,25.July 2001.,Ana Rodić,23493000,RSD,"SERBIA, Kula",ĐURICA LANČUŠKI (KONZORCIJUM),12.February 2004.,17511,,70231000,RSD,,28.June 2002.
282,EKONOMIJA / ECOAGRI SERBIA,Bela Crkva,8154856,203,15,Sonje Marinković bb,Auction,2010,1989,1086620,5650,Novica Zlatanović,"70,00%",Sold,15.April 2002.,Ljiljana Vučinić,86073000,RSD,"SERBIA, Bela Crkva",MILOSAV ŠUPIĆ (Konzorcijum),30.July 2004.,40392,99421,214166000,RSD,29513931,
285,RADIO B 92,Beograd,7528604,43,14,Makedonska 22/V,Auction,2010,1990,1286006,0,Saša Mirković,"16,90%",Sold,09.April 2002.,Nebojša Samardžić,3500000,RSD,"UNITED STATES, New York","MEDIA DEVELOPMENT LOAN FUND,Inc.",30.June 2003.,,,1943000,RSD,,
288,TIMOK NEMETALI,Boljevac,7201834,91,2,"Stara termoelektrana bb, Mirovo",Auction,,1961,,,Nikola Rašić,"70,00%",Sold,10.April 2002.,Nikola Rašić,4375000,RSD,"SERBIA, Vrnjačka Banja",DUŠAN DUNJIĆ (Konzorcijum) - Timok Nemetali (Boljevac),12.September 2003.,3620,,22908000,RSD,,
292,LEPENSKI VIR UTDP,Donji Milanovac,7265808,195,2,Radnička bb,Auction,2010,1978,349015,1094,Rodoljub Ćućulović,"70,00%",Sold,26.March 2002.,Rodoljub Ćućulović,37000000,RSD,"SERBIA, Donji Tovarnik,Pećinci",MILORAD PANTIĆ,03.October 2003.,17702,,149123000,RSD,241650,
294,NEMETALI DP / MINERALI KO,Vranjska Banja,7306385,99,6,Južnomoravskih brigada 10,Auction,2010,1964,90722,0,Časlav Ristić,"70,00%",Sold,23.April 2002.,Časlav Ristić,7032000,RSD,"SERBIA, Bečej",GOJKO RAJKOVIĆ,14.October 2003.,1353,29476,21207000,RSD,336784,
295,DP ENIKON,,,,,,,,,,,,,Sold,,,9900000,RSD,"SERBIA, Loznica",ZORAN STEVANOVIĆ (KONZORCIJUM),08.March 2011.,,,,,,
296,VOJVODINAPUT-ZRENjANIN AD,Zrenjanin,8040648,298,18,Žarka Zrenjanina 75,Auction,2010,1962,2824687,6503,Milan Mirković,"56,20%",Sold,11.November 2003.,Milan Mirković,440000000,RSD,"SERBIA, Beograd","MILOMIR JOKSIMOVIĆ (KONZORCIJUM ZA VOJVODINAPUT, ZRENJANIN)",29.December 2005.,,,,,1498984,
297,BAČKA,Žabalj,8063699,15,1,Trg Svetog Save 3,Auction,2010,1952,11383,150,Vlajko Gligorić,,Sold,29.May 2002.,Vlajko Gligorić,13000000,RSD,"SERBIA, Žabalj",SVETOZAR PANIĆ (Konzorcijum) - Bačka (Žabalj),15.April 2003.,,,,,,
298,TOZA DRAGOVIĆ / EURO ATLANTIK,Bojnik,17184016,129,2,Industrijska zona bb,Auction,2010,1997,235122,0,Dejan Cenić,"70,00%",Sold,22.April 2002.,Dejan Cenić,111000000,RSD,"FRANCE, Billiere",BIASON GUY CHRISTIAN,06.April 2006.,,218574,81392000,RSD,,
300,AIK NIŠ,Niš,7339631,5,1,Ratka Pavlovića 58,Auction,,1989,,,Ivica Kostić,,Sold,24.May 2002.,Ivica Kostić,144000000,RSD,"SERBIA, NOVI BEOGRAD",DRAGIŠA MIĆOVIĆ,27.December 2007.,,,,,,
302,AGROSTOČAR,Pirot,7172362,106,4,Vojvode Mišića 36,Auction,,1953,,,Ivica Jovanović,"70,00%",Sold,11.April 2002.,Svetlana Vlatković,9645000,RSD,"SERBIA, PIROT",SAŠA TOŠIĆ,15.July 2003.,,42840,4875000,RSD,1780,
304,ELEKTROMONTAŽA,Zaječar,7219091,73,1,Nikole Pašića 37,Auction,,1955,,,Krunislav Marković,"70,00%",Sold,15.April 2002.,Krunislav Marković,4711000,RSD,"SERBIA, Beograd-Sremčica",SLAVOLJUB LAZAREVIĆ,30.January 2004.,1174,,7828000,RSD,,
306,DIMNIČAR,Kula,8131813,14,1,Ive Lole Ribara 25,Auction,,1972,,,Gordana Koprivica,"70,00%",Sold,15.April 2002.,Julka Ivanović,176000,RSD,"SERBIA,",GORDANA KOPRIVICA,02.October 2002.,131,,585000,RSD,,
309,PKB-AGROINŽENjERING,Beograd,7043287,62,13,Bulevar despota Stefana 68a,Auction,,1975,,,Stevo Marinković,"70,00%",Sold,15.April 2002.,Stevo Marinković,17200000,RSD,"SERBIA, Beograd",NENAD VUČKOVIĆ (KONZORCIJUM ZA PKB-AGROINŽENJERING),31.October 2006.,,2476,161957000,RSD,,
311,ATEKS,Beograd,7005113,622,11,Milorada Jovanovića 9,Auction,2010,1953,2403702,0,Persa Minjović,"68,00%",Sold,16.April 2002.,Persa Minjović,530000000,RSD,"ITALY, 35018 San Martino di Lupari",FIBEST S.R.L.,27.May 2003.,33405,7562,752473000,RSD,,
312,AUTOTEHNA,Topola,7123302,60,-,Milana Blagojevića 7,Auction,2010,1957,30091,0,Radmila Radović,"68,70%",Sold,20.March 2002.,Radmila Radović,6211000,RSD,"SERBIA, Beograd",ŽARKO REKOVIĆ (Konzorcijum) - Autotehna (Topola),03.June 2003.,2746,17372,68228000,RSD,,
315,GRANIT PEŠČAR,Ljig,7099274,316,9,Ibarski put bb,Auction,,1952,,,Zoran Radivojević,"70,00%",Sold,17.April 2002.,Zoran Radivojević,40745000,RSD,"SERBIA, Užice",VASILIJE MIĆIĆ,25.March 2003.,9982,,69976200,RSD,764386,
316,BRVENIK,Raška,7144822,208,4,Železnička 2,Auction,2010,1948,103061,0,Miodrag Kanić,"70,00%",Sold,17.April 2002.,Miodrag Kanić,40000000,RSD,"SERBIA, Beeograd-Rakovica",MILIVOJE MILADINOVIĆ,03.July 2003.,1324,,11673000,RSD,19867,
318,NAPREDAK,Leskovac,7105312,168,1,Tome Kostića 2,Auction,2010,1947,4821,0,Perica Stanković,"70,00%",Sold,17.April 2002.,Perica Stanković,4591000,RSD,"SERBIA, Leskovac",MEDIA ART D.O.O.,31.October 2006.,,9784,27269000,RSD,,
321,MITROS / SL MITROS,Sremska Mitrovica,8014698,1080,40,Stari Jarački put 3,Auction,2010,1959,557541,0,,"70,00%",Sold,08.October 2001.,Đorđe Kuzminac,36106000,RSD,"SERBIA, BEOGRAD",Koncern Swisslion Takovo,15.March 2005.,38739,,522599000,RSD,,13.June 2003.
327,RAKETA-TERETNI SAOBRAĆAJ,Užice,7155913,100,6,Miloša Obrenovića 31,Auction,,1949,,,Olga Ćirković,"70,00%",Sold,19.April 2002.,Olga Ćirković,9321000,RSD,"SERBIA, Novi Beograd",GRAĐEVINSKO PREDUZEĆE GRAĐEVINAR,24.April 2003.,8365,11344,17435000,RSD,,
329,METALAC,Novaci,7317344,32,2,37230 Novaci,Auction,2010,1982,127211,16009,Nenad Pejić,"70,00%",Sold,22.April 2002.,Nenad Pejić,12200000,RSD,"SERBIA, Novaci",ĐORĐE IVANOVIĆ,23.January 2003.,1134,15324,20110000,RSD,,
331,TISA,Bečej,8070741,79,1,Radnička 38,Auction,,1947,,,Stevo Makaj,"70,00%",Sold,22.April 2002.,Stevo Makaj,1450000,RSD,"SERBIA, Bečej",VLADIMIR STRAŽMEŠTEROV (Konzorcijum) - Tisa (Bečej),02.April 2003.,7500,20685,13561000,RSD,,
332,VODOPRIVREDA,Požarevac,7282087,145,12,Svetosavska 33,Auction,2010,1956,128724,331,Milan Perić,"70,00%",Sold,22.April 2002.,Milan Perić,76000000,RSD,"SERBIA, Beograd",DRAGAN ŽIVOJINOVIĆ (KONZORCIJUM) - Vodoprivreda (Požarevac),31.July 2007.,1552,1461,24564000,RSD,616175,
335,MEDOPRODUKT,Donji Tavankut,8236593,214,12,Tavankut bb,Auction,,1955,,,Zoran Vejinović,,Sold,13.June 2002.,Zoran Vojinović,69000000,RSD,"SERBIA, Novi Sad",BOGDAN RODIĆ (Konzorcijum) - Medoprodukt (Tavankut),09.June 2003.,23376,,,,,
336,HALAS JOŽEF,Ada,8220298,320,12,Vinogradska bb,Auction,,1960,,,Đerđ Mesaroš,,Sold,20.May 2002.,Dragoljub Kljutić,156957000,RSD,"SERBIA, ADA",IVAN JAKOVLJEVIĆ,24.December 2003.,,18718329,,,18055511,
337,SITRA,Kovačica,8123438,75,2,Maršala Tita 2,Auction,2010,1978,142150,28833,Martin Đinja,"70,00%",Sold,22.April 2002.,Martin Đinja,10282000,RSD,"SERBIA, CREPAJA",ALEKSA MIROSLAV (Konzorcijum za Sitru),04.November 2003.,10077,,70098000,RSD,,
339,PONIŠAVLjE,Pirot,7131399,55,-,Dečanska br 53,Auction,,1902,,,Boban Stanković,"70,00%",Sold,23.April 2002.,Slavoljub Ristić,3500000,RSD,"SERBIA, Pirot",DRAGAN PANIĆ,05.July 2005.,,93,2637000,RSD,,
340,PANONKA,Sombor,8067945,133,8,Staparski put bb,Tender,2010,1986,943329,0,Mirjana Grković,,Sold,13.June 2002.,Mirjana Grković,20000000,RSD (converted),"SERBIA,",KINDJA AGRAR,09.July 2010.,,336749,,,,03.March 2010.
341,JEDINSTVO DPPD,Žabalj,8053405,138,8,Sv.Nikole 24,Auction,2010,1953,650570,0,Miroslav Voganjac,,Sold,13.June 2002.,Miroslav Voganjac,36883000,RSD,"SERBIA, ŽABALJ",Nikola Ošap (Konzorcijum) - Jedinstvo (Žabalj),11.February 2003.,,,,,11347027,
343,ZOBNATICA,Bačka Topola,8056951,151,11,Subotički put bb,Auction,2010,1945,870729,0,Andrija Raičević,,Sold,16.May 2002.,Andrija Raičević,169094000,RSD,"GREECE, Patra",PETRIS CHRISTOFOROS (KONZORCIJUM),16.December 2008.,,1136741,,,27041637,
346,RASADNIK,Subotica,8236607,47,4,Ulica Mira 255,Auction,,1861,,,Milojko Spremić,"70,00%",Sold,29.April 2002.,Milojko Spremić,54000000,RSD,"SERBIA, Subotica",DRAGAN ZOLNAJIĆ,23.February 2005.,,,28183000,RSD,81760,
347,JUGOLABORATORIJA,Beograd,7016077,57,10,Kralja Petra 44,Auction,2010,1948,65048,0,Predrag Delibašić,"63,70%",Sold,26.April 2002.,Predrag Delibašić,8500000,RSD,"SERBIA, BEOGRAD",ALEKSANDAR RODIĆ (Konzorcijum) - Jugolaboratorija (Beograd),23.December 2003.,1406,,46122000,RSD,,
348,KONTINENTAL-VRBAS,Vrbas,8574553,4,-,Njegoševa 8,Auction,,1994,,,Rajko Antić,"52,00%",Sold,26.April 2002.,Rajko Antić,119000,RSD,"SERBIA, VRBAS",Rajko Antović,30.December 2002.,42,,497000,RSD,,
349,MEGALIT- ŠUMNIK,Raška,7318545,289,17,Studenička 4,Auction,2010,1956,2880495,81898,Nikota Lešević,"68,00%",Sold,26.April 2002.,Marina Nikolić,34348000,RSD,"SERBIA, RAŠKA",PRVOSLAV MINIĆ,17.June 2008.,940,44642,752473000,RSD,171665,
352,MIP-SERVIS,Ćuprija,7383762,5,-,Kneza Miloša 202,Auction,2010,1990,10608,836,Ivan Mijušković,,Sold,05.June 2002.,Ivan Mijušković,185000,RSD,"SERBIA, Ćuprija",IVAN  MIJUŠKOVIĆ,12.November 2002.,,800,,,,
353,LITOPAPIR,Čačak,7167369,438,19,Hajduk Veljkova 52,Auction,2010,1954,567825,17204,Ljubo Soković,"68,20%",Sold,26.April 2002.,Anđa Sretenović,61000000,RSD,"SERBIA, Čačak",MIROSLAV VESOVIĆ,21.November 2003.,16203,,309911000,RSD,,
354,TIV-INTERNACIONAL,Vranjska Banja,17393740,304,9,Južnomoravskih brigada 92,Auction,,1963,,,Novica Stanković,"70,00%",Sold,14.October 2002.,Novica Stanković,5316000,RSD,"GREECE, THESSALONIKI",APOSTOLOS A. MITINTZIS,30.December 2002.,17580,17580,13522000,RSD,56208,
355,AMB GRAFIKA,Novi Sad,8023867,351,24,Futoški put 67,Auction,2010,1907,650423,0,Vasilj Jovanović,,Sold,24.June 2002.,Vasilj Jovanović,48118000,RSD,"SERBIA, Novi Sad",BOŠKO BLAŽIĆ,04.September 2003.,7599,,,,,
356,TERMIKA-BEOGRAD,Beograd,7064403,138,5,Kraljevića Marka 2,Auction,2010,1990,221008,26144,Dejan Šantić,"70,00%",Sold,25.April 2002.,Gorčilo Knežević,10517000,RSD,"SERBIA, Beograd",GORČILO KNEŽEVIĆ,01.August 2003.,1080,,43474000,RSD,,
357,NAPREDAK,Apatin,8027633,67,3,Srpskih vladara 44,Auction,2010,1963,283921,2409,Branislav Rajačić,"70,00%",Sold,11.December 2002.,Dobrivoje Mirković,170000000,RSD,"SERBIA, BEOGRAD",MILOMIR JOKSIMOVIĆ,26.December 2003.,1207,,,,,
358,PLANA,Velika Plana,7578610,90,-,Pokajnički put bb,Auction,2010,1980,211634,0,Slobodan Rajković,"70,00%",Sold,29.April 2002.,Slavica Trifunović,31013000,RSD,"SERBIA, Velika Plana",RADOVAN USKOKOVIĆ (Konzorcijum),01.August 2003.,7593,15000,145179000,RSD,48139,
359,AUTOPREVOZ-GORNjI MILANOVAC,Gornji Milanovac,7183062,263,7,Vojvode Mišića 26,Auction,2010,1962,266602,3569,Zoran Nikolić,"70,00%",Sold,26.April 2002.,Zoran Nikolić,70000000,RSD,"SERBIA, Čačak",TOP GAN,17.July 2003.,2671,34959,94679000,RSD,,
361,BRODARSTVO,Požarevac,7320736,141,5,Njegoševa 17,Auction,,1982,,,Dobrica Stepanović,"65,50%",Sold,16.May 2002.,Dobrica Stepanović,23674000,RSD,"SERBIA, Sopot",PREDRAG MAKSIMOVIĆ,21.February 2003.,1832,25243,87118000,RSD,83725,
362,APATIN BA,Apatin,8027609,417,6,Dunavska obala 2,Auction,2010,1920,1187347,0,Mladen Manojlović,"65,40%",Sold,30.April 2002.,Mladen Manojlović,20051000,RSD,"MONTENEGRO, Kotor",VOJIN LAZAREVIĆ,25.March 2003.,16061,84370,210432000,RSD,,
363,UDARNIK,Senta,8052549,23,-,Tančić Mihalja 14,Auction,,1948,,,Vera Deak,"58,92%",Sold,30.April 2002.,Vera Deak,1739000,RSD,"SERBIA, Novi Sad",STYLOS DOO,29.November 2002.,1572,3400,3518000,RSD,,
393,TRAJAL DP,Kruševac,7144083,3539,233,Miloša Obilića bb,Tender,2010,1989,14796250,0,Miloš Nenezić,"53,90%",Sold,04.April 2005.,Radiša Veljković,1212000000,RSD (converted),"BULGARIA, GALABOVO",BRIKEL EAD GALABOVO,17.November 2006.,197880,1078413,,,349587,26.May 2006.
409,ZMAJ u restrukturiranju,Beograd,7034822,647,48,Auto put 18,Tender,,1946,,,Branislav Savić,"70,00%",Sold,27.February 2003.,Branislav Savić,100500000,RSD (converted),"SERBIA, Beograd",Figra Doo (Konzorcijum) - Zmaj (Beograd),22.December 2006.,127670,384118,,,,31.July 2006.
412,BEOGRADSKI VUNARSKI KOMBINAT,Beograd,7043899,30,6,Višnjička 15,Auction,2010,1962,1380391,0,Rade Zbiljić,"100,00%",Sold,30.January 2004.,Rade Radulović,487454000,RSD,"SERBIA, Beograd",VOPEX TRADE DOO,04.October 2007.,,43561,,,,
417,SEME,Beograd,7081570,183,33,Admirala Geprata 10,Auction,,1948,,,Batrić Radenović,,Sold,29.May 2002.,Snežana Vasilkov,132000000,RSD,"SERBIA, Beograd",ASTRA SIMIT DOO,25.March 2003.,19702,36386,,,,
418,ŠUMADIJA UDP,Ub,7098634,128,3,Kralja Petra I oslobodioca 3,Auction,,1954,,,Predrag Manojlović,"70,00%",Sold,07.May 2002.,Predrag Manojlović,7959000,RSD,"SERBIA, Beograd",NENAD MILANOVIĆ,25.March 2003.,3704,10962,72920000,RSD,21749,
420,SRBIJA UTP,Vršac,8045046,90,3,Svetosavski trg 12,Auction,2010,1954,151506,4293,Nikola Remićan,"70,00%",Sold,08.February 2002.,Nikola Remićan,23361000,RSD,"SERBIA, Beograd",NATALIJA PETROVIĆ,25.March 2003.,11008,8130,36305000,RSD,,
421,BIO-EKOLOŠKI CENTAR,Zrenjanin,8181012,68,21,Petra Drapšina 15,Auction,2010,1947,1529333,102139,Zoltan Đarmati,"30,40%",Sold,08.May 2002.,Vesna Vukobrat,4187000,RSD,"SERBIA, Novi Sad",JAROSLAVA BOGIĆEVIĆ,13.December 2002.,2380,11661,21867000,RSD,,
428,INSTALACIJE,Novi Sad,8134227,26,2,Temerinski put 6,Auction,2010,1988,35316,161,Radoslav Ćurčić,,Sold,10.May 2002.,Milka Vorkapić,1179000,RSD,"SERBIA, NOVI SAD",RADOSLAV ĆURČIĆ (Konzorcijum) - Instalacije (Novi Sad),02.October 2002.,,,,,,
429,ĆIĆEVAC / IMPREGNACIJA,Ćićevac,7175035,163,9,Karađorđeva 58,Auction,2010,1894,264889,9501,Goran Mihajlović,,Sold,24.May 2002.,Snežana Čolić,16706000,RSD,"SERBIA, Beograd",MIRKO RAŠIĆ,02.December 2003.,3735,116363,,,,
431,JOŠANICA,Novi Pazar,7195184,33,3,Save Kovačevića bb,Auction,,1948,,,Koca Džibo,,Sold,13.June 2002.,Koca Džibo,70000000,RSD,"SERBIA, Beograd",DUŠAN STUPAR,30.December 2005.,,12429,,,,
432,POLjOPRIVREDA,Senta,8137161,317,13,Poštanska 25,Auction,2010,1959,926692,0,Slavko Mandić,"68,00%",Sold,01.February 2002.,Nandor Sakač,194279000,RSD,"SERBIA, Lovćenac",MILJAN VUČKOVIĆ-KONZORCIJUM,28.June 2007.,34780,1806306,408013000,RSD,52530279,
434,SLOBODA DHTUP - INTERNACION,Sombor,8133352,64,1,Trg Republike 1,Auction,,1945,,,Zdravko Ivković,,Sold,28.May 2002.,Zdravko Ivković,59939000,RSD,"SERBIA, Stapar","NATAŠA TIRAGIĆ (KONZORCIJUM ZA SLOBODU, SOMBOR)",23.December 2004.,,7980,,,,
435,ŠUMADIJA UP,Sombor,8068747,17,-,Pariska 13,Auction,,1955,,,Jovan Đurđev,,Sold,28.May 2002.,Jovan Đurđev,42000000,RSD,"SERBIA, Nova Pazova",RADENKO ĐURIČIĆ,29.December 2005.,2161,5380,,,,
